"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"ALR83395","566","Swine","HA","H1N1","USA","N","2015/10/21","Influenza A virus (A/swine/North Carolina/A01945801/2015(H1N1))","","","","","","c"
"ALR83375","566","Swine","HA","H1N1","USA","N","2015/10/21","Influenza A virus (A/swine/Indiana/A01945792/2015(H1N1))","","","","","","c"
"ALR83362","566","Swine","HA","H1N1","USA","N","2015/10/23","Influenza A virus (A/swine/Iowa/A01945853/2015(H1N1))","","","","","","c"
"ALR83387","566","Swine","HA","H1N1","USA","N","2015/10/23","Influenza A virus (A/swine/Iowa/A01857964/2015(H1N1))","","","","","","c"
"ALR83340","566","Swine","HA","H1N1","USA","N","2015/10/24","Influenza A virus (A/swine/Iowa/A01857978/2015(H1N1))","","","","","","c"
"AMA11366","566","Human","HA","H1N1","USA","N","2015/10/24","Influenza A virus (A/Arizona/26/2015(H1N1))","","","","","","c"
"ALT19807","566","Swine","HA","H1N1","USA","N","2015/10/26","Influenza A virus (A/swine/Iowa/A01944841/2015(H1N1))","","","","","","c"
"ALT19857","566","Swine","HA","H1N1","USA","N","2015/10/26","Influenza A virus (A/swine/Indiana/A01945958/2015(H1N1))","","","","","","c"
"AMA11661","566","Human","HA","H1N1","USA","N","2015/10/26","Influenza A virus (A/New York/70/2015(H1N1))","","","","","","c"
"AMA11672","566","Human","HA","H1N1","USA","N","2015/10/26","Influenza A virus (A/Pennsylvania/41/2015(H1N1))","","","","","","c"
"ANE26645","566","Human","HA","H1N1","USA","N","2015/10/26","Influenza A virus (A/Pennsylvania/41/2015(H1N1))","","","","","","c"
"ALT19861","566","Swine","HA","H1N1","USA","N","2015/10/27","Influenza A virus (A/swine/Illinois/A01944880/2015(H1N1))","","","","","","c"
"ALT19841","566","Swine","HA","H1N1","USA","N","2015/10/27","Influenza A virus (A/swine/North Carolina/A01798080/2015(H1N1))","","","","","","c"
"ALR83379","566","Swine","HA","H1N1","USA","N","2015/10/27","Influenza A virus (A/swine/Illinois/A01945894/2015(H1N1))","","","","","","c"
"ALT19829","566","Swine","HA","H1N1","USA","N","2015/10/28","Influenza A virus (A/swine/North Carolina/A01944891/2015(H1N1))","","","","","","c"
"ANE26689","566","Human","HA","H1N1","USA","N","2015/10/28","Influenza A virus (A/Florida/88/2015(H1N1))","","","","","","c"
"AMA11541","566","Human","HA","H1N1","USA","N","2015/10/28","Influenza A virus (A/Florida/88/2015(H1N1))","","","","","","c"
"AMA11705","566","Human","HA","H1N1","USA","N","2015/10/28","Influenza A virus (A/Ohio/30/2015(H1N1))","","","","","","c"
"ANE26936","566","Human","HA","H1N1","USA","N","2015/10/28","Influenza A virus (A/Florida/88/2015(H1N1))","","","","","","c"
"ALT19837","566","Swine","HA","H1N1","USA","N","2015/10/29","Influenza A virus (A/swine/Arkansas/A01797068/2015(H1N1))","","","","","","c"
"ALT19815","566","Swine","HA","H1N1","USA","N","2015/10/29","Influenza A virus (A/swine/North Carolina/A01795710/2015(H1N1))","","","","","","c"
"ALT19873","566","Swine","HA","H1N1","USA","N","2015/10/29","Influenza A virus (A/swine/Illinois/A01944977/2015(H1N1))","","","","","","c"
"AMA11530","566","Human","HA","H1N1","USA","N","2015/10/29","Influenza A virus (A/Illinois/20/2015(H1N1))","","","","","","c"
"AMA11519","566","Human","HA","H1N1","USA","N","2015/10/29","Influenza A virus (A/Illinois/20/2015(H1N1))","","","","","","c"
"ALT19819","566","Swine","HA","H1N1","USA","N","2015/10/30","Influenza A virus (A/swine/North Carolina/A01795722/2015(H1N1))","","","","","","c"
"ALT19976","566","Swine","HA","H1N1","USA","N","2015/10/30","Influenza A virus (A/swine/North Carolina/A01797126/2015(H1N1))","","","","","","c"
"AMA11596","566","Human","HA","H1N1","USA","N","2015/10/31","Influenza A virus (A/Illinois/17/2015(H1N1))","","","","","","c"
"AMA11717","566","Human","HA","H1N1","USA","N","2015/10/31","Influenza A virus (A/Illinois/17/2015(H1N1))","","","","","","c"
"ANE26733","566","Human","HA","H1N1","USA","N","2015/11/02","Influenza A virus (A/Alaska/263/2015(H1N1))","","","","","","c"
"AMA11563","566","Human","HA","H1N1","USA","N","2015/11/02","Influenza A virus (A/Alaska/263/2015(H1N1))","","","","","","c"
"ANE27437","566","Human","HA","H1N1","USA","N","2015/11/02","Influenza A virus (A/Alaska/263/2015(H1N1))","","","","","","c"
"ALT20016","566","Swine","HA","H1N1","USA","N","2015/11/03","Influenza A virus (A/swine/Iowa/A01797182/2015(H1N1))","","","","","","c"
"AMA11453","566","Human","HA","H1N1","USA","N","2015/11/03","Influenza A virus (A/Michigan/68/2015(H1N1))","","","","","","c"
"AMA11377","566","Human","HA","H1N1","USA","N","2015/11/03","Influenza A virus (A/Arizona/28/2015(H1N1))","","","","","","c"
"AMA11629","566","Human","HA","H1N1","USA","N","2015/11/03","Influenza A virus (A/Michigan/68/2015(H1N1))","","","","","","c"
"ALT19988","566","Swine","HA","H1N1","USA","N","2015/11/03","Influenza A virus (A/swine/North Carolina/A01795758/2015(H1N1))","","","","","","c"
"ALT20024","566","Swine","HA","H1N1","USA","N","2015/11/04","Influenza A virus (A/swine/Oklahoma/A01797263/2015(H1N1))","","","","","","c"
"ALT20044","566","Swine","HA","H1N1","USA","N","2015/11/04","Influenza A virus (A/swine/North Carolina/A01797233/2015(H1N1))","","","","","","c"
"AMA11442","566","Human","HA","H1N1","USA","N","2015/11/04","Influenza A virus (A/Iowa/53/2015(H1N1))","","","","","","c"
"AMA11618","566","Human","HA","H1N1","USA","N","2015/11/04","Influenza A virus (A/Iowa/53/2015(H1N1))","","","","","","c"
"ANE26722","566","Human","HA","H1N1","USA","N","2015/11/04","Influenza A virus (A/Iowa/53/2015(H1N1))","","","","","","c"
"ALT20008","566","Swine","HA","H1N1","USA","N","2015/11/05","Influenza A virus (A/swine/North Carolina/A01795814/2015(H1N1))","","","","","","c"
"ALT20040","566","Swine","HA","H1N1","USA","N","2015/11/05","Influenza A virus (A/swine/North Carolina/A01795808/2015(H1N1))","","","","","","c"
"ALT19992","566","Swine","HA","H1N1","USA","N","2015/11/05","Influenza A virus (A/swine/North Carolina/A01795800/2015(H1N1))","","","","","","c"
"ALT20020","566","Swine","HA","H1N1","USA","N","2015/11/05","Influenza A virus (A/swine/North Carolina/A01795794/2015(H1N1))","","","","","","c"
"AMA11552","566","Human","HA","H1N1","USA","N","2015/11/05","Influenza A virus (A/Arkansas/10/2015(H1N1))","","","","","","c"
"AMA11607","566","Human","HA","H1N1","USA","N","2015/11/05","Influenza A virus (A/Arkansas/10/2015(H1N1))","","","","","","c"
"ANE26700","566","Human","HA","H1N1","USA","N","2015/11/05","Influenza A virus (A/Arkansas/10/2015(H1N1))","","","","","","c"
"ANE26634","566","Human","HA","H1N1","USA","N","2015/11/06","Influenza A virus (A/Virginia/297/2015(H1N1))","","","","","","c"
"ANE26979","566","Human","HA","H1N1","USA","N","2015/11/06","Influenza A virus (A/California/102/2015(H1N1))","","","","","","c"
"AMA11574","566","Human","HA","H1N1","USA","N","2015/11/06","Influenza A virus (A/California/102/2015(H1N1))","","","","","","c"
"AMA11651","566","Human","HA","H1N1","USA","N","2015/11/06","Influenza A virus (A/Virginia/297/2015(H1N1))","","","","","","c"
"ANE27261","566","Human","HA","H1N1","USA","N","2015/11/06","Influenza A virus (A/Virginia/297/2015(H1N1))","","","","","","c"
"ANE27448","566","Human","HA","H1N1","USA","N","2015/11/06","Influenza A virus (A/California/102/2015(H1N1))","","","","","","c"
"ALT20036","566","Swine","HA","H1N1","USA","N","2015/11/06","Influenza A virus (A/swine/North Carolina/A01795841/2015(H1N1))","","","","","","c"
"AMB66904","566","Human","HA","H1N1","USA","N","2015/11/08","Influenza A virus (A/Colorado/17/2015(H1N1))","","","","","","c"
"ANE28504","566","Human","HA","H1N1","USA","N","2015/11/09","Influenza A virus (A/Florida/83/2015(H1N1))","","","","","","c"
"AMA11344","566","Human","HA","H1N1","USA","N","2015/11/09","Influenza A virus (A/Illinois/21/2015(H1N1))","","","","","","c"
"ANE27987","566","Human","HA","H1N1","USA","N","2015/11/09","Influenza A virus (A/Florida/83/2015(H1N1))","","","","","","c"
"ALX27372","566","Swine","HA","H1N1","USA","N","2015/11/10","Influenza A virus (A/swine/Missouri/A01796292/2015(H1N1))","","","","","","c"
"ALT20000","566","Swine","HA","H1N1","USA","N","2015/11/10","Influenza A virus (A/swine/Pennsylvania/A01796250/2015(H1N1))","","","","","","c"
"ALX27332","566","Swine","HA","H1N1","USA","N","2015/11/11","Influenza A virus (A/swine/North Carolina/A01795917/2015(H1N1))","","","","","","c"
"ANE28598","566","Human","HA","H1N1","USA","N","2015/11/11","Influenza A virus (A/Louisiana/10/2015(H1N1))","","","","","","c"
"ALX27340","566","Swine","HA","H1N1","USA","N","2015/11/12","Influenza A virus (A/swine/Illinois/A01795985/2015(H1N1))","","","","","","c"
"ALX27319","566","Swine","HA","H1N1","USA","N","2015/11/12","Influenza A virus (A/swine/Illinois/A01796316/2015(H1N1))","","","","","","c"
"AMA11508","566","Human","HA","H1N1","USA","N","2015/11/12","Influenza A virus (A/Colorado/18/2015(H1N1))","","","","","","c"
"AMA11883","566","Swine","HA","H1N1","USA","N","2015/11/13","Influenza A virus (A/swine/Indiana/A01798096/2015(H1N1))","","","","","","c"
"AMA11859","566","Swine","HA","H1N1","USA","N","2015/11/13","Influenza A virus (A/swine/North Carolina/A01797415/2015(H1N1))","","","","","","c"
"AMA65431","566","Swine","HA","H1N1","USA","N","2015/11/16","Influenza A virus (A/swine/North Carolina/A01733026/2015(H1N1))","","","","","","c"
"AMA11355","566","Human","HA","H1N1","USA","N","2015/11/16","Influenza A virus (A/Illinois/23/2015(H1N1))","","","","","","c"
"ANE26545","566","Human","HA","H1N1","USA","N","2015/11/16","Influenza A virus (A/Minnesota/49/2015(H1N1))","","","","","","c"
"AMB66958","566","Human","HA","H1N1","USA","N","2015/11/17","Influenza A virus (A/Minnesota/48/2015(H1N1))","","","","","","c"
"ANE26556","566","Human","HA","H1N1","USA","N","2015/11/17","Influenza A virus (A/Minnesota/50/2015(H1N1))","","","","","","c"
"AMA11851","566","Swine","HA","H1N1","USA","N","2015/11/18","Influenza A virus (A/swine/Illinois/A01798143/2015(H1N1))","","","","","","c"
"AMA65435","566","Swine","HA","H1N1","USA","N","2015/11/19","Influenza A virus (A/swine/North Carolina/A01796497/2015(H1N1))","","","","","","c"
"AMA65455","566","Swine","HA","H1N1","USA","N","2015/11/19","Influenza A virus (A/swine/Indiana/A01894037/2015(H1N1))","","","","","","c"
"AMA65487","566","Swine","HA","H1N1","USA","N","2015/11/19","Influenza A virus (A/swine/Indiana/A01894039/2015(H1N1))","","","","","","c"
"AMA65397","565","Swine","HA","H1N1","USA","N","2015/11/19","Influenza A virus (A/swine/Illinois/A01796450/2015(H1N1))","","","","","","c"
"AMA11431","566","Human","HA","H1N1","USA","N","2015/11/21","Influenza A virus (A/Colorado/22/2015(H1N1))","","","","","","c"
"ANE26711","566","Human","HA","H1N1","USA","N","2015/11/21","Influenza A virus (A/Illinois/24/2015(H1N1))","","","","","","c"
"AMA11332","566","Human","HA","H1N1","USA","N","2015/11/22","Influenza A virus (A/Colorado/20/2015(H1N1))","","","","","","c"
"AMA11308","566","Human","HA","H1N1","USA","N","2015/11/22","Influenza A virus (A/Colorado/20/2015(H1N1))","","","","","","c"
"AMB67011","566","Human","HA","H1N1","USA","N","2015/11/22","Influenza A virus (A/Pennsylvania/47/2015(H1N1))","","","","","","c"
"AMA65427","566","Swine","HA","H1N1","USA","N","2015/11/23","Influenza A virus (A/swine/Pennsylvania/A01730022/2015(H1N1))","","","","","","c"
"AMA65479","566","Swine","HA","H1N1","USA","N","2015/11/23","Influenza A virus (A/swine/Oklahoma/A01798209/2015(H1N1))","","","","","","c"
"AMA65463","566","Swine","HA","H1N1","USA","N","2015/11/24","Influenza A virus (A/swine/Iowa/A01797586/2015(H1N1))","","","","","","c"
"AMA65491","566","Swine","HA","H1N1","USA","N","2015/11/24","Influenza A virus (A/swine/North Carolina/A01797633/2015(H1N1))","","","","","","c"
"AMA65475","566","Swine","HA","H1N1","USA","N","2015/11/25","Influenza A virus (A/swine/North Carolina/A01797609/2015(H1N1))","","","","","","c"
"AMB66967","566","Human","HA","H1N1","USA","N","2015/11/25","Influenza A virus (A/Maryland/20/2015(H1N1))","","","","","","c"
"ANE26990","566","Human","HA","H1N1","USA","N","2015/11/25","Influenza A virus (A/Wisconsin/88/2015(H1N1))","","","","","","c"
"ANE27001","566","Human","HA","H1N1","USA","N","2015/11/25","Influenza A virus (A/Wisconsin/89/2015(H1N1))","","","","","","c"
"AMA65423","566","Swine","HA","H1N1","USA","N","2015/11/25","Influenza A virus (A/swine/North Carolina/A01797589/2015(H1N1))","","","","","","c"
"AMA11319","566","Human","HA","H1N1","USA","N","2015/11/26","Influenza A virus (A/Massachusetts/30/2015(H1N1))","","","","","","c"
"AMB66978","566","Human","HA","H1N1","USA","N","2015/11/26","Influenza A virus (A/West Virginia/25/2015(H1N1))","","","","","","c"
"AMB66947","566","Human","HA","H1N1","USA","N","2015/11/26","Influenza A virus (A/California/115/2015(H1N1))","","","","","","c"
"AMB67022","566","Human","HA","H1N1","USA","N","2015/11/28","Influenza A virus (A/Pennsylvania/48/2015(H1N1))","","","","","","c"
"ANE28218","566","Human","HA","H1N1","USA","N","2015/11/28","Influenza A virus (A/New York/74/2015(H1N1))","","","","","","c"
"ANE28833","566","Human","HA","H1N1","USA","N","2015/11/28","Influenza A virus (A/Illinois/25/2015(H1N1))","","","","","","c"
"ANE28565","566","Human","HA","H1N1","USA","N","2015/11/29","Influenza A virus (A/Louisiana/09/2015(H1N1))","","","","","","c"
"ANE26841","566","Human","HA","H1N1","USA","N","2015/11/30","Influenza A virus (A/Washington/67/2015(H1N1))","","","","","","c"
"ANE28734","566","Human","HA","H1N1","USA","N","2015/11/30","Influenza A virus (A/New York/75/2015(H1N1))","","","","","","c"
"AMA65571","566","Swine","HA","H1N1","USA","N","2015/12/01","Influenza A virus (A/swine/Iowa/A01896066/2015(H1N1))","","","","","","c"
"AMB72500","566","Swine","HA","H1N1","USA","N","2015/12/01","Influenza A virus (A/swine/North Carolina/A01797727/2015(H1N1))","","","","","","c"
"ANE27327","566","Human","HA","H1N1","USA","N","2015/12/01","Influenza A virus (A/Arizona/40/2015(H1N1))","","","","","","c"
"APF45803","566","Human","HA","H1N1","USA","N","2015/12/02","Influenza A virus (A/Nevada/4892/2015(H1N1))","","","","","","c"
"AMB72524","566","Swine","HA","H1N1","USA","N","2015/12/02","Influenza A virus (A/swine/North Carolina/A01797708/2015(H1N1))","","","","","","c"
"AMA65527","566","Swine","HA","H1N1","USA","N","2015/12/02","Influenza A virus (A/swine/North Carolina/A01796638/2015(H1N1))","","","","","","c"
"AMB66989","566","Human","HA","H1N1","USA","N","2015/12/02","Influenza A virus (A/Alabama/13/2015(H1N1))","","","","","","c"
"AMB67033","566","Human","HA","H1N1","USA","N","2015/12/02","Influenza A virus (A/Pennsylvania/49/2015(H1N1))","","","","","","c"
"ANE26852","566","Human","HA","H1N1","USA","N","2015/12/02","Influenza A virus (A/California/116/2015(H1N1))","","","","","","c"
"ANM90942","566","Human","HA","H1N1","USA","N","2015/12/02","Influenza A virus (A/Nevada/44/2015(H1N1))","","","","","","c"
"AMA65547","566","Swine","HA","H1N1","USA","N","2015/12/03","Influenza A virus (A/swine/Illinois/A01894050/2015(H1N1))","","","","","","c"
"ANE27023","566","Human","HA","H1N1","USA","N","2015/12/03","Influenza A virus (A/New Hampshire/43/2015(H1N1))","","","","","","c"
"AMB67000","566","Human","HA","H1N1","USA","N","2015/12/03","Influenza A virus (A/Montana/35/2015(H1N1))","","","","","","c"
"ANE27034","566","Human","HA","H1N1","USA","N","2015/12/03","Influenza A virus (A/New Hampshire/43/2015(H1N1))","","","","","","c"
"AMA65539","566","Swine","HA","H1N1","USA","N","2015/12/03","Influenza A virus (A/swine/North Carolina/A01797726/2015(H1N1))","","","","","","c"
"AMA65531","566","Swine","HA","H1N1","USA","N","2015/12/04","Influenza A virus (A/swine/North Carolina/A01796722/2015(H1N1))","","","","","","c"
"ANE27051","566","Human","HA","H1N1","USA","N","2015/12/04","Influenza A virus (A/New Hampshire/44/2015(H1N1))","","","","","","c"
"AMB66937","566","Human","HA","H1N1","USA","N","2015/12/04","Influenza A virus (A/Florida/92/2015(H1N1))","","","","","","c"
"ANE26961","566","Human","HA","H1N1","USA","N","2015/12/04","Influenza A virus (A/New Hampshire/44/2015(H1N1))","","","","","","c"
"ANM91041","566","Human","HA","H1N1","USA","N","2015/12/04","Influenza A virus (A/Illinois/29/2015(H1N1))","","","","","","c"
"ANE27059","566","Human","HA","H1N1","USA","N","2015/12/05","Influenza A virus (A/New Hampshire/45/2015(H1N1))","","","","","","c"
"ANE37501","566","Swine","HA","H1N1","USA","N","2015/12/06","Influenza A virus (A/swine/Ohio/A01732900/2015(H1N1))","","","","","","c"
"ANE26567","566","Human","HA","H1N1","USA","N","2015/12/06","Influenza A virus (A/Delaware/45/2015(H1N1))","","","","","","c"
"ANM87160","566","Human","HA","H1N1","USA","N","2015/12/06","Influenza A virus (A/Arizona/49/2015(H1N1))","","","","","","c"
"APF45814","566","Human","HA","H1N1","USA","N","2015/12/07","Influenza A virus (A/Nevada/4903/2015(H1N1))","","","","","","c"
"AMB72448","566","Swine","HA","H1N1","USA","N","2015/12/07","Influenza A virus (A/swine/North Carolina/A01727245/2015(H1N1))","","","","","","c"
"AMA65559","566","Swine","HA","H1N1","USA","N","2015/12/07","Influenza A virus (A/swine/Missouri/A01796703/2015(H1N1))","","","","","","c"
"AMB66915","566","Human","HA","H1N1","USA","N","2015/12/07","Influenza A virus (A/Washington/63/2015(H1N1))","","","","","","c"
"ANE27070","566","Human","HA","H1N1","USA","N","2015/12/07","Influenza A virus (A/Nevada/43/2015(H1N1))","","","","","","c"
"ANE27502","566","Human","HA","H1N1","USA","N","2015/12/07","Influenza A virus (A/Arizona/38/2015(H1N1))","","","","","","c"
"ANE27492","566","Human","HA","H1N1","USA","N","2015/12/07","Influenza A virus (A/Arizona/37/2015(H1N1))","","","","","","c"
"ANM87138","566","Human","HA","H1N1","USA","N","2015/12/07","Influenza A virus (A/Arizona/47/2015(H1N1))","","","","","","c"
"ANM89930","566","Human","HA","H1N1","USA","N","2015/12/07","Influenza A virus (A/Washington/63/2015(H1N1))","","","","","","c"
"APF45815","566","Human","HA","H1N1","USA","N","2015/12/08","Influenza A virus (A/Nevada/4904/2015(H1N1))","","","","","","c"
"APF45812","566","Human","HA","H1N1","USA","N","2015/12/08","Influenza A virus (A/Nevada/4901/2015(H1N1))","","","","","","c"
"APF45813","566","Human","HA","H1N1","USA","N","2015/12/08","Influenza A virus (A/Nevada/4902/2015(H1N1))","","","","","","c"
"ANE26578","566","Human","HA","H1N1","USA","N","2015/12/08","Influenza A virus (A/Colorado/25/2015(H1N1))","","","","","","c"
"ANE27012","566","Human","HA","H1N1","USA","N","2015/12/08","Influenza A virus (A/Wisconsin/90/2015(H1N1))","","","","","","c"
"ANE27206","566","Human","HA","H1N1","USA","N","2015/12/08","Influenza A virus (A/Colorado/26/2015(H1N1))","","","","","","c"
"ANE27513","566","Human","HA","H1N1","USA","N","2015/12/08","Influenza A virus (A/Arizona/39/2015(H1N1))","","","","","","c"
"ANE27251","566","Human","HA","H1N1","USA","N","2015/12/08","Influenza A virus (A/Massachusetts/31/2015(H1N1))","","","","","","c"
"ANE27481","566","Human","HA","H1N1","USA","N","2015/12/08","Influenza A virus (A/Arizona/36/2015(H1N1))","","","","","","c"
"AMB72528","566","Swine","HA","H1N1","USA","N","2015/12/08","Influenza A virus (A/swine/Iowa/A01727251/2015(H1N1))","","","","","","c"
"AMB72504","566","Swine","HA","H1N1","USA","N","2015/12/09","Influenza A virus (A/swine/North Carolina/A01727390/2015(H1N1))","","","","","","c"
"AMB72456","566","Swine","HA","H1N1","USA","N","2015/12/09","Influenza A virus (A/swine/Oklahoma/A01727396/2015(H1N1))","","","","","","c"
"AMB72516","566","Swine","HA","H1N1","USA","N","2015/12/09","Influenza A virus (A/swine/North Carolina/A01727519/2015(H1N1))","","","","","","c"
"AMB66926","566","Human","HA","H1N1","USA","N","2015/12/09","Influenza A virus (A/Wisconsin/91/2015(H1N1))","","","","","","c"
"AMB67046","566","Human","HA","H1N1","USA","N","2015/12/09","Influenza A virus (A/Wisconsin/91/2015(H1N1))","","","","","","c"
"ANE27338","566","Human","HA","H1N1","USA","N","2015/12/09","Influenza A virus (A/California/129/2015(H1N1))","","","","","","c"
"AMB72536","566","Swine","HA","H1N1","USA","N","2015/12/10","Influenza A virus (A/swine/Oklahoma/A01727394/2015(H1N1))","","","","","","c"
"AMB72601","566","Swine","HA","H1N1","USA","N","2015/12/10","Influenza A virus (A/swine/North Carolina/A01727665/2015(H1N1))","","","","","","c"
"ANE29207","566","Human","HA","H1N1","USA","N","2015/12/10","Influenza A virus (A/Arizona/55/2015(H1N1))","","","","","","c"
"ANM87127","566","Human","HA","H1N1","USA","N","2015/12/10","Influenza A virus (A/Arizona/45/2015(H1N1))","","","","","","c"
"ANM87171","566","Human","HA","H1N1","USA","N","2015/12/10","Influenza A virus (A/Arizona/50/2015(H1N1))","","","","","","c"
"AMB72508","566","Swine","HA","H1N1","USA","N","2015/12/11","Influenza A virus (A/swine/Nebraska/A01727511/2015(H1N1))","","","","","","c"
"AMB72512","566","Swine","HA","H1N1","USA","N","2015/12/11","Influenza A virus (A/swine/Iowa/A01727630/2015(H1N1))","","","","","","c"
"ANE26912","566","Human","HA","H1N1","USA","N","2015/12/11","Influenza A virus (A/Michigan/79/2015(H1N1))","","","","","","c"
"ANE27156","566","Human","HA","H1N1","USA","N","2015/12/11","Influenza A virus (A/Tennessee/23/2015(H1N1))","","","","","","c"
"ANM90040","566","Human","HA","H1N1","USA","N","2015/12/11","Influenza A virus (A/Tennessee/23/2015(H1N1))","","","","","","c"
"ANE26819","566","Human","HA","H1N1","USA","N","2015/12/12","Influenza A virus (A/Maryland/21/2015(H1N1))","","","","","","c"
"ANE27079","566","Human","HA","H1N1","USA","N","2015/12/12","Influenza A virus (A/New Mexico/29/2015(H1N1))","","","","","","c"
"ANE27844","566","Human","HA","H1N1","USA","N","2015/12/12","Influenza A virus (A/Oregon/28/2015(H1N1))","","","","","","c"
"ANE27855","566","Human","HA","H1N1","USA","N","2015/12/12","Influenza A virus (A/Oregon/29/2015(H1N1))","","","","","","c"
"ANM89941","566","Human","HA","H1N1","USA","N","2015/12/12","Influenza A virus (A/New Mexico/29/2015(H1N1))","","","","","","c"
"ANE29196","566","Human","HA","H1N1","USA","N","2015/12/13","Influenza A virus (A/Arizona/46/2015(H1N1))","","","","","","c"
"ANE29218","566","Human","HA","H1N1","USA","N","2015/12/13","Influenza A virus (A/Arizona/56/2015(H1N1))","","","","","","c"
"AMB66893","566","Human","HA","H1N1","USA","N","2015/12/14","Influenza A virus (A/Indiana/30/2015(H1N1))","","","","","","c"
"ANE26797","566","Human","HA","H1N1","USA","N","2015/12/14","Influenza A virus (A/Connecticut/07/2015(H1N1))","","","","","","c"
"ANE26830","566","Human","HA","H1N1","USA","N","2015/12/14","Influenza A virus (A/Idaho/33/2015(H1N1))","","","","","","c"
"ANE27145","566","Human","HA","H1N1","USA","N","2015/12/14","Influenza A virus (A/Tennessee/22/2015(H1N1))","","","","","","c"
"ANE27167","566","Human","HA","H1N1","USA","N","2015/12/14","Influenza A virus (A/Indiana/33/2015(H1N1))","","","","","","c"
"ANE27239","566","Human","HA","H1N1","USA","N","2015/12/14","Influenza A virus (A/Colorado/30/2015(H1N1))","","","","","","c"
"ANE28866","566","Human","HA","H1N1","USA","N","2015/12/14","Influenza A virus (A/Pennsylvania/54/2015(H1N1))","","","","","","c"
"ANM86973","566","Human","HA","H1N1","USA","N","2015/12/14","Influenza A virus (A/Michigan/73/2015(H1N1))","","","","","","c"
"AMB72581","566","Swine","HA","H1N1","USA","N","2015/12/15","Influenza A virus (A/swine/Illinois/A01727791/2015(H1N1))","","","","","","c"
"ANE26881","566","Human","HA","H1N1","USA","N","2015/12/15","Influenza A virus (A/Minnesota/53/2015(H1N1))","","","","","","c"
"ANE27283","566","Human","HA","H1N1","USA","N","2015/12/15","Influenza A virus (A/Nevada/40/2015(H1N1))","","","","","","c"
"AMB72609","566","Swine","HA","H1N1","USA","N","2015/12/16","Influenza A virus (A/swine/North Carolina/A01727826/2015(H1N1))","","","","","","c"
"ANE26612","566","Human","HA","H1N1","USA","N","2015/12/16","Influenza A virus (A/Iowa/55/2015(H1N1))","","","","","","c"
"ANE26890","566","Human","HA","H1N1","USA","N","2015/12/16","Influenza A virus (A/Michigan/74/2015(H1N1))","","","","","","c"
"ANE27090","566","Human","HA","H1N1","USA","N","2015/12/16","Influenza A virus (A/Maryland/22/2015(H1N1))","","","","","","c"
"ANE27217","566","Human","HA","H1N1","USA","N","2015/12/16","Influenza A virus (A/Idaho/34/2015(H1N1))","","","","","","c"
"ANE27272","566","Human","HA","H1N1","USA","N","2015/12/16","Influenza A virus (A/Utah/17/2015(H1N1))","","","","","","c"
"APF45810","566","Human","HA","H1N1","USA","N","2015/12/17","Influenza A virus (A/Nevada/4899/2015(H1N1))","","","","","","c"
"ANE26775","566","Human","HA","H1N1","USA","N","2015/12/17","Influenza A virus (A/Nevada/41/2015(H1N1))","","","","","","c"
"ANE26808","566","Human","HA","H1N1","USA","N","2015/12/17","Influenza A virus (A/Connecticut/08/2015(H1N1))","","","","","","c"
"ANE28888","566","Human","HA","H1N1","USA","N","2015/12/17","Influenza A virus (A/Idaho/35/2015(H1N1))","","","","","","c"
"ANE28986","566","Human","HA","H1N1","USA","N","2015/12/17","Influenza A virus (A/Minnesota/56/2015(H1N1))","","","","","","c"
"AMD42384","566","Swine","HA","H1N1","USA","N","2015/12/17","Influenza A virus (A/swine/Illinois/A01728329/2015(H1N1))","","","","","","c"
"AMD42348","566","Swine","HA","H1N1","USA","N","2015/12/18","Influenza A virus (A/swine/Nebraska/A01728271/2015(H1N1))","","","","","","c"
"AMD42372","566","Swine","HA","H1N1","USA","N","2015/12/18","Influenza A virus (A/swine/Iowa/A01728194/2015(H1N1))","","","","","","c"
"APF45811","566","Human","HA","H1N1","USA","N","2015/12/18","Influenza A virus (A/Nevada/4900/2015(H1N1))","","","","","","c"
"ANE27101","566","Human","HA","H1N1","USA","N","2015/12/18","Influenza A virus (A/Maryland/23/2015(H1N1))","","","","","","c"
"ANE28482","566","Human","HA","H1N1","USA","N","2015/12/18","Influenza A virus (A/Georgia/16/2015(H1N1))","","","","","","c"
"ANE26863","566","Human","HA","H1N1","USA","N","2015/12/19","Influenza A virus (A/Florida/99/2015(H1N1))","","","","","","c"
"ANE28064","566","Human","HA","H1N1","USA","N","2015/12/19","Influenza A virus (A/Georgia/15/2015(H1N1))","","","","","","c"
"ANE28273","566","Human","HA","H1N1","USA","N","2015/12/19","Influenza A virus (A/Montana/38/2015(H1N1))","","","","","","c"
"ANE26870","566","Human","HA","H1N1","USA","N","2015/12/20","Influenza A virus (A/Florida/100/2015(H1N1))","","","","","","c"
"ANE28196","566","Human","HA","H1N1","USA","N","2015/12/20","Influenza A virus (A/South Dakota/41/2015(H1N1))","","","","","","c"
"AMD42396","566","Swine","HA","H1N1","USA","N","2015/12/21","Influenza A virus (A/swine/Iowa/A01728306/2015(H1N1))","","","","","","c"
"ANE28317","566","Human","HA","H1N1","USA","N","2015/12/21","Influenza A virus (A/Virginia/298/2015(H1N1))","","","","","","c"
"ANE26923","566","Human","HA","H1N1","USA","N","2015/12/21","Influenza A virus (A/Michigan/80/2015(H1N1))","","","","","","c"
